Q12809	2
P31995	2
O00170	2
P31751	2
P41182	2
Q12959	2
P42771	2
P53667	2
Q9UJY5	2
O15266	2
P49789	2
P23246	2
P35580	2
O60869	2
Q9UKM9	2
Q8WZ42	2
P62745	2
P26599	2
P48729	2
P41236	2
P54274	2
P01350	2
Q9H4A3	2
Q7Z417	2
P15923	2
O14950	2
Q13761	2
P07196	2
Q14103	2
Q99708	2
Q9NWZ3	2
P78527	2
Q8TAE8	2
Q92785	2
Q9Y3M2	2
P52630	2
Q16828	2
P08238	2
O15111	2
Q96KS0	2
P49916	2
P35269	2
Q9BXL7	2
P19544	2
P34998	2
P15311	2
Q8IW19	2
O14558	2
Q5VSY0	2
P01100	2
Q03393	2
Q9UM73	2
Q92734	2
Q96GD4	2
P39880	2
P17655	2
O15304	2
O75943	2
P05787	2
P08621	2
Q13362	2
P09629	2
O14493	2
Q7L0Q8	2
P14784	2
P01589	2
Q08945	2
Q13263	2
P06730	2
Q00534	2
P30519	2
P20936	2
P02786	2
P49137	2
Q16555	2
Q9UGK3	2
P11831	2
P10912	2
Q92529	2
P17931	2
P67775	2
Q9H8S9	2
Q8IXJ6	2
Q9Y3E5	2
Q96RL1	2
P78356	2
Q9UJ70	2
Q15717	2
O00482	2
Q12772	2
P07910	2
P62753	2
Q13309	2
P23025	2
P13688	2
Q96RI1	2
Q07889	2
Q96S44	2
P58753	2
P54252	2
P43354	2
Q99986	2
P55196	2
Q9Y490	2
P46695	2
P35222	2
Q99728	2
Q13393	2
Q9HB96	2
Q14994	2
P43694	2
Q96N67	2
P45379	2
P62834	2
P24928	2
P05549	2
Q5T5Y3	2
Q68CZ2	2
Q9Y6E0	2
P27695	2
P15090	2
P18545	2
Q9ULV8	2
P41970	2
P18846	2
P20393	2
P06748	2
Q96NW7	2
P10747	2
P63244	2
P98082	2
P27448	2
O14745	2
P46060	2
P51636	2
Q7Z2E3	2
Q9H9C1	2
Q9UN19	2
Q04759	2
O00429	2
Q13158	2
Q13509	2
O95477	2
Q13976	2
P49459	2
P56270	2
P13569	2
P20963	2
Q9NR80	2
P30281	2
Q9Y3Q4	2
O43526	2
Q9BXR0	2
P49815	2
Q03060	2
Q99638	2
P10586	2
P19419	2
P22460	2
P14136	2
P43403	2
P26368	2
O15392	2
P55064	2
Q96FA3	2
P23769	2
Q13426	2
P25205	2
Q8WUI4	2
P15056	2
P33991	2
O60566	2
P55957	2
Q02535	2
P17600	2
Q9GZX7	2
P24666	2
P35221	2
Q96SB4	2
P04035	2
P05556	2
P62913	2
Q09161	2
P30419	2
O00571	2
O43896	2
P56524	2
P29966	2
P42224	2
Q6R327	2
Q15185	2
Q08495	2
P04406	2
P49810	2
P61925	2
Q15910	2
P35240	2
Q14191	2
Q9UBS0	2
P37840	2
Q15084	2
P42702	2
Q9UQL6	2
Q9HAW4	2
Q93045	2
Q00839	2
Q8N4S0	2
P11717	2
Q86VB7	2
P39687	2
P63167	2
Q06787	2
Q15027	2
Q9Y237	2
P49917	2
P29597	2
P33316	2
P10916	4
P41212	4
P10599	4
Q05519	4
Q01082	4
Q96T88	4
P42684	4
Q9Y266	4
P17096	4
Q13813	4
Q9NXR1	4
Q14457	4
Q9NS56	4
Q9BUJ2	4
P16144	4
P51587	4
Q13573	4
P28749	4
Q9BXP5	4
Q9P289	4
P50750	4
Q14980	4
Q99418	4
P04083	4
P22234	4
P18031	4
P56945	4
Q13352	4
Q15554	4
P78352	4
Q07820	4
P36507	4
O15287	4
Q01094	4
Q16658	4
Q08999	4
P15884	4
Q9C0C2	4
Q9UKT5	4
Q9BUB5	4
Q13285	4
P10644	4
P30305	4
O43294	4
P52735	4
P50552	4
P17844	4
P19235	4
O60496	4
P42677	4
P29466	4
Q13315	4
P08138	4
Q9Y6Q9	4
P41235	4
Q15121	4
Q05397	4
Q5JVS0	4
P84090	4
P18433	4
P55072	4
Q9Y285	4
P08253	4
P12830	4
P62136	4
O76061	4
P49768	4
Q13415	4
O94916	4
P15924	4
P15531	4
Q14653	4
Q99661	4
Q99683	4
O14777	4
O43257	4
P22392	4
P50281	4
P35900	4
Q04864	4
P01236	4
Q99759	4
Q9H211	4
Q14643	4
P24534	4
P22607	4
P17275	4
Q07817	4
P61244	4
P38398	4
O43918	4
P20338	4
Q14247	4
P19338	4
P42768	4
P02671	4
O60271	4
Q9UKI8	4
P17676	4
P62195	4
O15350	4
Q16513	4
P41161	4
Q13185	4
Q96FF9	4
Q13905	4
P18754	4
P46939	4
O60506	4
Q92945	4
Q06609	4
Q92985	4
P45984	4
P29474	4
P41743	4
P19022	4
P37231	4
O75674	4
P10242	4
P49792	4
Q13416	4
P61224	4
Q9UM54	4
Q9BQG0	4
P35568	4
Q07912	4
O14964	4
Q96D31	4
P78314	4
Q13547	4
P43307	4
Q15654	4
Q13444	4
P02545	4
Q9Y6A5	4
O14818	4
P08575	4
O43597	4
P11274	4
Q9NP31	4
P29692	4
Q9UJY1	4
P10244	4
P35579	4
Q9NRF2	4
Q01196	4
Q53HL2	4
Q14847	4
P46734	4
O95271	4
O00267	4
Q15942	4
P49736	4
P11387	4
P46109	4
O60504	4
Q13557	4
P13010	4
P48634	6
P19447	6
Q07666	6
Q9Y2R2	6
Q14315	6
Q9NQC7	6
P35638	6
O14757	6
Q96PU5	6
P32121	6
Q9Y3C5	6
P06493	6
P42229	6
P05412	6
P06239	6
P46459	6
P25963	6
P30530	6
Q96RK0	6
P10828	6
P67809	6
P51946	6
O96017	6
P51681	6
Q9GZM8	6
P13631	6
Q9H8Y8	6
P19525	6
P42680	6
P30304	6
P11802	6
P20339	6
Q03135	6
P12814	6
P11473	6
P15927	6
P14923	6
P38646	6
O00401	6
Q16665	6
Q9UNN5	6
O43395	6
P08047	6
P49023	6
Q14790	6
Q13133	6
P98170	6
P02649	6
Q9UBF6	6
Q13177	6
Q99814	6
P49674	6
P68400	6
Q13363	6
Q9P2D1	6
Q96EB6	6
P40763	6
P11233	6
P20042	6
Q13418	6
Q9UKV3	6
Q92569	6
Q14686	6
O95251	6
P29590	6
Q13153	6
P33993	6
Q02156	6
P24941	6
P07355	6
O75582	6
O14543	6
Q05193	6
Q05209	6
Q15139	6
Q00536	6
O00141	6
P43364	6
O95295	6
P08581	6
Q92574	6
P53365	8
P68431	8
Q15365	8
O75533	8
Q16543	8
P28482	8
Q05513	8
P62158	8
Q08379	8
P31749	8
P56537	8
O15379	8
Q99961	8
P53350	8
P05783	8
O95999	8
P08069	8
P09619	8
P12004	8
Q15788	8
O43586	8
Q15596	8
O60343	8
Q9H3D4	8
P08670	8
P42345	8
Q99962	8
Q9NY61	8
P21333	8
Q9Y613	8
Q9NQC3	8
P27348	10
Q9UKY1	10
Q8IUQ4	10
P38432	10
P16220	10
P19174	10
O60260	10
Q15750	10
Q99459	10
O15360	10
P04049	10
Q04206	10
P25788	10
O75925	10
P61978	10
P22681	10
Q9Y2I6	10
P21860	10
P22736	10
Q9H204	10
P41220	10
O15530	10
P52292	10
P10276	10
Q00987	10
P18848	12
Q14203	12
Q14194	12
P54259	12
P46108	12
P12956	12
P12931	12
Q13526	12
Q8IZP0	12
P45983	12
P63104	12
P60953	12
P19438	12
P05067	12
P06213	12
Q12933	12
Q04724	12
P07900	12
O43318	12
P19793	14
Q96BK5	14
P63000	14
P03372	14
P84022	14
O14641	14
P46379	14
P06400	14
P11171	14
Q9Y6K9	14
P31947	14
Q15797	14
Q15796	14
P04150	16
P40337	16
Q15047	16
Q16539	16
Q13485	16
P21673	16
Q9Y478	16
O15162	16
P31946	18
P49841	18
Q92793	18
Q05516	18
P01106	18
Q09472	18
P10275	20
Q13424	20
P68104	20
P38936	20
Q01844	22
Q92993	22
P04626	22
P04183	24
P25054	24
P27986	26
P00533	26
P67870	26
P54253	26
P06241	28
P00519	30
Q16659	34
P04637	36
Q5UIP0	36
P62993	58
